test,num_evaluacion,partida_eval,ganado,movimientos
Random DeepQ,9,54,0,4
Random DeepQ,9,55,0,5
Random DeepQ,9,56,0,4
Random DeepQ,9,57,1,5
Random DeepQ,9,58,0,5
Random DeepQ,9,59,1,4
Random DeepQ,9,60,0,5
Random DeepQ,9,61,1,4
Random DeepQ,9,62,1,4
Random DeepQ,9,63,1,4
Random DeepQ,9,64,0,4
Random DeepQ,9,65,1,4
Random DeepQ,9,66,0,3
Random DeepQ,9,67,1,5
Random DeepQ,9,68,0,3
Random DeepQ,9,69,1,4
Random DeepQ,9,70,1,4
Random DeepQ,9,71,1,4
Random DeepQ,9,72,1,4
Random DeepQ,9,73,1,4
Random DeepQ,9,74,0,4
Random DeepQ,9,75,1,4
Random DeepQ,9,76,0,4
Random DeepQ,9,77,0,3
Random DeepQ,9,78,0,4
Random DeepQ,9,79,1,5
Random DeepQ,9,80,0,5
Random DeepQ,9,81,1,4
Random DeepQ,9,82,0,5
Random DeepQ,9,83,1,4
Random DeepQ,9,84,0,3
Random DeepQ,9,85,1,4
Random DeepQ,9,86,0,2
Random DeepQ,9,87,1,4
Random DeepQ,9,88,1,4
Random DeepQ,9,89,0,3
Random DeepQ,9,90,0,4
Random DeepQ,9,91,1,4
Random DeepQ,9,92,0,2
Random DeepQ,9,93,0,5
Random DeepQ,9,94,0,4
Random DeepQ,9,95,1,5
Random DeepQ,9,96,0,4
Random DeepQ,9,97,1,4
Random DeepQ,9,98,1,4
Random DeepQ,9,99,1,3
Random DeepQ,9,100,0,4
Random DeepQ,10,1,1,5
Random DeepQ,10,2,1,4
Random DeepQ,10,3,0,4
Random DeepQ,10,4,0,2
Random DeepQ,10,5,1,4
Random DeepQ,10,6,0,4
Random DeepQ,10,7,1,5
Random DeepQ,10,8,1,4
Random DeepQ,10,9,1,4
Random DeepQ,10,10,1,3
Random DeepQ,10,11,1,5
Random DeepQ,10,12,0,4
Random DeepQ,10,13,0,3
Random DeepQ,10,14,0,5
Random DeepQ,10,15,1,5
Random DeepQ,10,16,0,3
Random DeepQ,10,17,1,4
Random DeepQ,10,18,0,4
Random DeepQ,10,19,0,3
Random DeepQ,10,20,0,4
Random DeepQ,10,21,0,4
Random DeepQ,10,22,0,4
Random DeepQ,10,23,1,5
Random DeepQ,10,24,0,5
Random DeepQ,10,25,0,4
Random DeepQ,10,26,0,4
Random DeepQ,10,27,1,4
Random DeepQ,10,28,0,3
Random DeepQ,10,29,1,5
Random DeepQ,10,30,0,4
Random DeepQ,10,31,0,3
Random DeepQ,10,32,1,3
Random DeepQ,10,33,0,4
Random DeepQ,10,34,0,3
Random DeepQ,10,35,1,4
Random DeepQ,10,36,0,4
Random DeepQ,10,37,1,5
Random DeepQ,10,38,0,4
Random DeepQ,10,39,1,5
Random DeepQ,10,40,0,5
Random DeepQ,10,41,0,5
Random DeepQ,10,42,0,4
Random DeepQ,10,43,0,4
Random DeepQ,10,44,1,3
Random DeepQ,10,45,1,4
Random DeepQ,10,46,0,2
Random DeepQ,10,47,1,4
Random DeepQ,10,48,0,3
Random DeepQ,10,49,1,5
Random DeepQ,10,50,0,4
Random DeepQ,10,51,0,4
Random DeepQ,10,52,0,4
Random DeepQ,10,53,1,4
Random DeepQ,10,54,0,2
Random DeepQ,10,55,0,4
Random DeepQ,10,56,1,4
Random DeepQ,10,57,0,4
Random DeepQ,10,58,1,4
Random DeepQ,10,59,1,4
Random DeepQ,10,60,1,3
Random DeepQ,10,61,1,5
Random DeepQ,10,62,0,3
Random DeepQ,10,63,0,4
Random DeepQ,10,64,0,4
Random DeepQ,10,65,0,5
Random DeepQ,10,66,0,3
Random DeepQ,10,67,1,5
Random DeepQ,10,68,0,4
Random DeepQ,10,69,1,4
Random DeepQ,10,70,1,4
Random DeepQ,10,71,1,5
Random DeepQ,10,72,0,3
Random DeepQ,10,73,0,5
Random DeepQ,10,74,0,5
Random DeepQ,10,75,1,5
Random DeepQ,10,76,0,3
Random DeepQ,10,77,1,5
Random DeepQ,10,78,0,4
Random DeepQ,10,79,0,4
Random DeepQ,10,80,0,2
Random DeepQ,10,81,1,4
Random DeepQ,10,82,0,4
Random DeepQ,10,83,0,3
Random DeepQ,10,84,0,5
Random DeepQ,10,85,0,5
Random DeepQ,10,86,0,5
Random DeepQ,10,87,0,5
Random DeepQ,10,88,0,5
Random DeepQ,10,89,0,4
Random DeepQ,10,90,0,3
Random DeepQ,10,91,1,5
Random DeepQ,10,92,0,4
Random DeepQ,10,93,1,4
Random DeepQ,10,94,0,4
Random DeepQ,10,95,0,5
Random DeepQ,10,96,1,4
Random DeepQ,10,97,1,5
Random DeepQ,10,98,0,3
Random DeepQ,10,99,0,4
Random DeepQ,10,100,0,4
Random DeepQ,11,1,0,4
Random DeepQ,11,2,0,4
Random DeepQ,11,3,0,3
Random DeepQ,11,4,0,4
Random DeepQ,11,5,1,5
Random DeepQ,11,6,0,5
Random DeepQ,11,7,1,3
Random DeepQ,11,8,1,3
Random DeepQ,11,9,1,5
Random DeepQ,11,10,1,4
Random DeepQ,11,11,0,5
Random DeepQ,11,12,0,4
Random DeepQ,11,13,1,3
Random DeepQ,11,14,0,4
Random DeepQ,11,15,0,4
Random DeepQ,11,16,0,3
Random DeepQ,11,17,1,5
Random DeepQ,11,18,0,4
Random DeepQ,11,19,1,5
Random DeepQ,11,20,0,3
Random DeepQ,11,21,1,4
Random DeepQ,11,22,1,4
Random DeepQ,11,23,1,4
Random DeepQ,11,24,0,3
Random DeepQ,11,25,0,3
Random DeepQ,11,26,0,4
Random DeepQ,11,27,1,5
Random DeepQ,11,28,0,3
Random DeepQ,11,29,0,3
Random DeepQ,11,30,0,4
Random DeepQ,11,31,1,3
Random DeepQ,11,32,0,3
Random DeepQ,11,33,1,5
Random DeepQ,11,34,0,3
Random DeepQ,11,35,0,5
Random DeepQ,11,36,0,3
Random DeepQ,11,37,1,3
Random DeepQ,11,38,0,4
Random DeepQ,11,39,1,5
Random DeepQ,11,40,0,4
Random DeepQ,11,41,0,3
Random DeepQ,11,42,0,3
Random DeepQ,11,43,1,5
Random DeepQ,11,44,0,4
Random DeepQ,11,45,0,3
Random DeepQ,11,46,0,4
Random DeepQ,11,47,1,3
Random DeepQ,11,48,1,4
Random DeepQ,11,49,0,3
Random DeepQ,11,50,0,3
Random DeepQ,11,51,1,3
Random DeepQ,11,52,1,4
Random DeepQ,11,53,1,5
Random DeepQ,11,54,0,4
Random DeepQ,11,55,1,4
Random DeepQ,11,56,0,4
Random DeepQ,11,57,0,4
Random DeepQ,11,58,0,4
Random DeepQ,11,59,0,4
Random DeepQ,11,60,0,5
Random DeepQ,11,61,1,4
Random DeepQ,11,62,0,4
Random DeepQ,11,63,1,4
Random DeepQ,11,64,0,2
Random DeepQ,11,65,1,4
Random DeepQ,11,66,0,3
Random DeepQ,11,67,1,4
Random DeepQ,11,68,0,5
Random DeepQ,11,69,1,4
Random DeepQ,11,70,1,3
Random DeepQ,11,71,1,4
Random DeepQ,11,72,0,4
Random DeepQ,11,73,0,3
Random DeepQ,11,74,0,4
Random DeepQ,11,75,1,4
Random DeepQ,11,76,0,3
Random DeepQ,11,77,0,5
Random DeepQ,11,78,0,4
Random DeepQ,11,79,0,3
Random DeepQ,11,80,0,4
Random DeepQ,11,81,0,3
Random DeepQ,11,82,1,4
Random DeepQ,11,83,1,3
Random DeepQ,11,84,0,2
Random DeepQ,11,85,1,4
Random DeepQ,11,86,0,3
Random DeepQ,11,87,1,5
Random DeepQ,11,88,0,3
Random DeepQ,11,89,1,4
Random DeepQ,11,90,0,4
Random DeepQ,11,91,0,4
Random DeepQ,11,92,0,5
Random DeepQ,11,93,0,5
Random DeepQ,11,94,0,4
Random DeepQ,11,95,1,5
Random DeepQ,11,96,0,4
Random DeepQ,11,97,0,4
Random DeepQ,11,98,1,4
Random DeepQ,11,99,1,5
Random DeepQ,11,100,0,3
Random DeepQ,12,1,0,4
Random DeepQ,12,2,0,4
Random DeepQ,12,3,1,4
Random DeepQ,12,4,1,3
Random DeepQ,12,5,0,4
Random DeepQ,12,6,0,5
Random DeepQ,12,7,0,4
Random DeepQ,12,8,0,4
Random DeepQ,12,9,1,4
Random DeepQ,12,10,0,3
Random DeepQ,12,11,0,4
Random DeepQ,12,12,0,4
Random DeepQ,12,13,1,5
Random DeepQ,12,14,0,5
Random DeepQ,12,15,1,5
Random DeepQ,12,16,0,3
Random DeepQ,12,17,1,5
Random DeepQ,12,18,0,4
Random DeepQ,12,19,1,3
Random DeepQ,12,20,0,3
Random DeepQ,12,21,1,4
Random DeepQ,12,22,1,4
Random DeepQ,12,23,0,3
Random DeepQ,12,24,0,2
Random DeepQ,12,25,1,4
Random DeepQ,12,26,0,2
Random DeepQ,12,27,1,4
Random DeepQ,12,28,0,4
Random DeepQ,12,29,0,4
Random DeepQ,12,30,0,3
Random DeepQ,12,31,0,5
Random DeepQ,12,32,0,4
Random DeepQ,12,33,1,4
Random DeepQ,12,34,1,3
Random DeepQ,12,35,1,5
Random DeepQ,12,36,0,5
Random DeepQ,12,37,1,4
Random DeepQ,12,38,1,4
Random DeepQ,12,39,0,4
Random DeepQ,12,40,0,4
Random DeepQ,12,41,1,5
Random DeepQ,12,42,0,4
Random DeepQ,12,43,0,4
Random DeepQ,12,44,0,3
Random DeepQ,12,45,1,4
Random DeepQ,12,46,0,3
Random DeepQ,12,47,1,5
Random DeepQ,12,48,0,4
Random DeepQ,12,49,1,5
Random DeepQ,12,50,0,3
Random DeepQ,12,51,1,4
Random DeepQ,12,52,0,4
Random DeepQ,12,53,0,4
Random DeepQ,12,54,0,3
Random DeepQ,12,55,1,5
Random DeepQ,12,56,0,3
Random DeepQ,12,57,0,4
Random DeepQ,12,58,0,2
Random DeepQ,12,59,0,3
Random DeepQ,12,60,0,3
Random DeepQ,12,61,1,5
Random DeepQ,12,62,0,4
Random DeepQ,12,63,1,5
Random DeepQ,12,64,0,3
Random DeepQ,12,65,1,3
Random DeepQ,12,66,0,3
Random DeepQ,12,67,1,5
Random DeepQ,12,68,0,3
Random DeepQ,12,69,1,4
Random DeepQ,12,70,0,4
Random DeepQ,12,71,1,4
Random DeepQ,12,72,0,2
Random DeepQ,12,73,1,4
Random DeepQ,12,74,0,4
Random DeepQ,12,75,0,4
Random DeepQ,12,76,0,3
Random DeepQ,12,77,1,5
Random DeepQ,12,78,0,4
Random DeepQ,12,79,1,4
Random DeepQ,12,80,0,2
Random DeepQ,12,81,1,4
Random DeepQ,12,82,0,4
Random DeepQ,12,83,1,4
Random DeepQ,12,84,0,4
Random DeepQ,12,85,1,5
Random DeepQ,12,86,0,3
Random DeepQ,12,87,0,4
Random DeepQ,12,88,0,2
Random DeepQ,12,89,1,4
Random DeepQ,12,90,0,3
Random DeepQ,12,91,1,4
Random DeepQ,12,92,0,4
Random DeepQ,12,93,1,4
Random DeepQ,12,94,1,4
Random DeepQ,12,95,1,4
Random DeepQ,12,96,1,3
Random DeepQ,12,97,0,5
Random DeepQ,12,98,0,4
Random DeepQ,12,99,1,3
Random DeepQ,12,100,0,3
Random DeepQ,13,1,0,3
Random DeepQ,13,2,0,3
Random DeepQ,13,3,1,5
Random DeepQ,13,4,1,3
Random DeepQ,13,5,1,5
Random DeepQ,13,6,0,4
Random DeepQ,13,7,1,5
Random DeepQ,13,8,0,4
Random DeepQ,13,9,0,3
Random DeepQ,13,10,0,5
Random DeepQ,13,11,0,4
Random DeepQ,13,12,1,4
Random DeepQ,13,13,0,4
Random DeepQ,13,14,0,4
Random DeepQ,13,15,0,4
Random DeepQ,13,16,1,4
Random DeepQ,13,17,0,5
Random DeepQ,13,18,0,4
Random DeepQ,13,19,1,4
Random DeepQ,13,20,0,3
Random DeepQ,13,21,0,5
Random DeepQ,13,22,0,3
Random DeepQ,13,23,1,4
Random DeepQ,13,24,0,4
Random DeepQ,13,25,0,5
Random DeepQ,13,26,0,4
Random DeepQ,13,27,1,3
Random DeepQ,13,28,0,3
Random DeepQ,13,29,0,4
Random DeepQ,13,30,0,2
Random DeepQ,13,31,1,3
Random DeepQ,13,32,0,4
Random DeepQ,13,33,0,4
Random DeepQ,13,34,0,3
Random DeepQ,13,35,1,5
Random DeepQ,13,36,1,5
Random DeepQ,13,37,0,5
Random DeepQ,13,38,0,3
Random DeepQ,13,39,0,4
Random DeepQ,13,40,0,4
Random DeepQ,13,41,1,5
Random DeepQ,13,42,0,5
Random DeepQ,13,43,1,4
Random DeepQ,13,44,0,3
Random DeepQ,13,45,1,5
Random DeepQ,13,46,0,5
Random DeepQ,13,47,1,4
Random DeepQ,13,48,0,2
Random DeepQ,13,49,1,4
Random DeepQ,13,50,0,3
Random DeepQ,13,51,1,5
Random DeepQ,13,52,0,4
Random DeepQ,13,53,1,5
Random DeepQ,13,54,0,2
Random DeepQ,13,55,1,4
Random DeepQ,13,56,0,4
Random DeepQ,13,57,1,4
Random DeepQ,13,58,0,2
Random DeepQ,13,59,1,4
Random DeepQ,13,60,1,4
Random DeepQ,13,61,1,4
Random DeepQ,13,62,0,4
Random DeepQ,13,63,1,5
Random DeepQ,13,64,1,4
Random DeepQ,13,65,0,4
Random DeepQ,13,66,1,3
Random DeepQ,13,67,1,5
Random DeepQ,13,68,1,3
Random DeepQ,13,69,0,4
Random DeepQ,13,70,0,4
Random DeepQ,13,71,0,4
Random DeepQ,13,72,0,3
Random DeepQ,13,73,1,3
Random DeepQ,13,74,0,3
Random DeepQ,13,75,1,5
Random DeepQ,13,76,0,2
Random DeepQ,13,77,1,5
Random DeepQ,13,78,0,3
Random DeepQ,13,79,1,4
Random DeepQ,13,80,0,3
Random DeepQ,13,81,0,4
Random DeepQ,13,82,0,3
Random DeepQ,13,83,0,4
Random DeepQ,13,84,0,3
Random DeepQ,13,85,1,4
Random DeepQ,13,86,0,5
Random DeepQ,13,87,0,5
Random DeepQ,13,88,1,4
Random DeepQ,13,89,0,4
Random DeepQ,13,90,1,4
Random DeepQ,13,91,1,4
Random DeepQ,13,92,0,5
Random DeepQ,13,93,0,4
Random DeepQ,13,94,0,5
Random DeepQ,13,95,0,3
Random DeepQ,13,96,0,4
Random DeepQ,13,97,1,4
Random DeepQ,13,98,0,4
Random DeepQ,13,99,0,4
Random DeepQ,13,100,0,4
Random DeepQ,14,1,1,4
Random DeepQ,14,2,0,3
Random DeepQ,14,3,0,3
Random DeepQ,14,4,1,4
Random DeepQ,14,5,1,4
Random DeepQ,14,6,0,4
Random DeepQ,14,7,1,5
Random DeepQ,14,8,0,4
Random DeepQ,14,9,1,4
Random DeepQ,14,10,1,4
Random DeepQ,14,11,0,4
Random DeepQ,14,12,0,3
Random DeepQ,14,13,1,3
Random DeepQ,14,14,1,3
Random DeepQ,14,15,1,4
Random DeepQ,14,16,0,5
Random DeepQ,14,17,0,4
Random DeepQ,14,18,1,4
Random DeepQ,14,19,1,5
Random DeepQ,14,20,1,4
Random DeepQ,14,21,1,4
Random DeepQ,14,22,0,2
Random DeepQ,14,23,0,3
Random DeepQ,14,24,1,3
Random DeepQ,14,25,0,3
Random DeepQ,14,26,0,5
Random DeepQ,14,27,1,5
Random DeepQ,14,28,0,4
Random DeepQ,14,29,1,4
Random DeepQ,14,30,0,3
Random DeepQ,14,31,1,4
Random DeepQ,14,32,0,4
Random DeepQ,14,33,1,5
Random DeepQ,14,34,1,4
Random DeepQ,14,35,0,3
Random DeepQ,14,36,0,4
Random DeepQ,14,37,0,5
Random DeepQ,14,38,0,3
Random DeepQ,14,39,1,4
Random DeepQ,14,40,0,4
Random DeepQ,14,41,0,4
Random DeepQ,14,42,0,4
Random DeepQ,14,43,1,5
Random DeepQ,14,44,0,3
Random DeepQ,14,45,1,4
Random DeepQ,14,46,0,4
Random DeepQ,14,47,0,5
Random DeepQ,14,48,0,4
Random DeepQ,14,49,1,5
Random DeepQ,14,50,1,4
Random DeepQ,14,51,1,5
Random DeepQ,14,52,0,3
Random DeepQ,14,53,1,4
Random DeepQ,14,54,0,2
Random DeepQ,14,55,1,5
Random DeepQ,14,56,0,4
Random DeepQ,14,57,1,3
Random DeepQ,14,58,0,3
Random DeepQ,14,59,1,4
Random DeepQ,14,60,0,3
Random DeepQ,14,61,1,3
Random DeepQ,14,62,0,2
Random DeepQ,14,63,1,5
Random DeepQ,14,64,0,3
Random DeepQ,14,65,1,3
Random DeepQ,14,66,0,5
Random DeepQ,14,67,0,4
Random DeepQ,14,68,0,4
Random DeepQ,14,69,1,4
Random DeepQ,14,70,0,3
Random DeepQ,14,71,0,5
Random DeepQ,14,72,0,4
Random DeepQ,14,73,1,3
Random DeepQ,14,74,0,2
Random DeepQ,14,75,1,5
Random DeepQ,14,76,0,5
Random DeepQ,14,77,1,3
Random DeepQ,14,78,0,3
Random DeepQ,14,79,1,4
Random DeepQ,14,80,0,3
Random DeepQ,14,81,1,5
Random DeepQ,14,82,0,4
Random DeepQ,14,83,1,5
Random DeepQ,14,84,1,4
Random DeepQ,14,85,0,4
Random DeepQ,14,86,0,3
Random DeepQ,14,87,0,4
Random DeepQ,14,88,0,4
Random DeepQ,14,89,0,4
Random DeepQ,14,90,0,4
Random DeepQ,14,91,0,5
Random DeepQ,14,92,0,5
Random DeepQ,14,93,0,3
Random DeepQ,14,94,0,2
Random DeepQ,14,95,1,3
Random DeepQ,14,96,1,3
Random DeepQ,14,97,1,3
Random DeepQ,14,98,0,3
Random DeepQ,14,99,1,5
Random DeepQ,14,100,0,4
Random DeepQ,15,1,1,3
Random DeepQ,15,2,0,4
Random DeepQ,15,3,1,4
Random DeepQ,15,4,0,2
Random DeepQ,15,5,0,3
Random DeepQ,15,6,1,3
Random DeepQ,15,7,0,3
Random DeepQ,15,8,0,4
Random DeepQ,15,9,1,4
Random DeepQ,15,10,0,3
Random DeepQ,15,11,1,4
Random DeepQ,15,12,0,2
Random DeepQ,15,13,0,3
Random DeepQ,15,14,0,4
Random DeepQ,15,15,0,4
Random DeepQ,15,16,0,5
Random DeepQ,15,17,1,5
Random DeepQ,15,18,0,3
Random DeepQ,15,19,1,3
Random DeepQ,15,20,0,3
Random DeepQ,15,21,1,5
Random DeepQ,15,22,0,5
Random DeepQ,15,23,1,5
Random DeepQ,15,24,1,5
Random DeepQ,15,25,1,4
Random DeepQ,15,26,0,4
Random DeepQ,15,27,1,4
Random DeepQ,15,28,0,4
Random DeepQ,15,29,1,4
Random DeepQ,15,30,0,4
Random DeepQ,15,31,1,3
Random DeepQ,15,32,0,3
Random DeepQ,15,33,0,5
Random DeepQ,15,34,0,4
Random DeepQ,15,35,0,5
Random DeepQ,15,36,1,4
Random DeepQ,15,37,0,3
Random DeepQ,15,38,1,4
Random DeepQ,15,39,1,4
Random DeepQ,15,40,0,4
Random DeepQ,15,41,0,4
Random DeepQ,15,42,1,4
Random DeepQ,15,43,0,3
Random DeepQ,15,44,0,4
Random DeepQ,15,45,1,3
Random DeepQ,15,46,0,4
Random DeepQ,15,47,0,4
Random DeepQ,15,48,0,4
Random DeepQ,15,49,1,4
Random DeepQ,15,50,0,3
Random DeepQ,15,51,1,3
Random DeepQ,15,52,0,4
Random DeepQ,15,53,1,4
Random DeepQ,15,54,1,4
Random DeepQ,15,55,1,4
Random DeepQ,15,56,1,4
Random DeepQ,15,57,1,3
Random DeepQ,15,58,1,4
Random DeepQ,15,59,0,5
Random DeepQ,15,60,0,2
Random DeepQ,15,61,0,4
Random DeepQ,15,62,0,4
Random DeepQ,15,63,0,3
Random DeepQ,15,64,0,3
Random DeepQ,15,65,0,4
Random DeepQ,15,66,0,5
Random DeepQ,15,67,0,4
Random DeepQ,15,68,0,4
Random DeepQ,15,69,1,3
Random DeepQ,15,70,0,3
Random DeepQ,15,71,1,4
Random DeepQ,15,72,0,4
Random DeepQ,15,73,0,3
Random DeepQ,15,74,0,4
Random DeepQ,15,75,1,4
Random DeepQ,15,76,0,3
Random DeepQ,15,77,1,5
Random DeepQ,15,78,0,4
Random DeepQ,15,79,0,5
Random DeepQ,15,80,1,3
Random DeepQ,15,81,1,5
Random DeepQ,15,82,0,4
Random DeepQ,15,83,1,5
Random DeepQ,15,84,0,2
Random DeepQ,15,85,0,4
Random DeepQ,15,86,0,3
Random DeepQ,15,87,1,5
Random DeepQ,15,88,0,2
Random DeepQ,15,89,0,3
Random DeepQ,15,90,0,4
Random DeepQ,15,91,0,4
Random DeepQ,15,92,1,4
Random DeepQ,15,93,1,4
Random DeepQ,15,94,0,4
Random DeepQ,15,95,1,5
Random DeepQ,15,96,0,5
Random DeepQ,15,97,1,5
Random DeepQ,15,98,0,4
Random DeepQ,15,99,1,3
Random DeepQ,15,100,0,4
Random DeepQ,16,1,0,5
Random DeepQ,16,2,0,4
Random DeepQ,16,3,1,4
Random DeepQ,16,4,0,3
Random DeepQ,16,5,1,3
Random DeepQ,16,6,0,4
Random DeepQ,16,7,0,5
Random DeepQ,16,8,0,4
Random DeepQ,16,9,1,4
Random DeepQ,16,10,1,4
Random DeepQ,16,11,1,5
Random DeepQ,16,12,0,4
Random DeepQ,16,13,1,4
Random DeepQ,16,14,0,2
Random DeepQ,16,15,1,5
Random DeepQ,16,16,0,4
Random DeepQ,16,17,1,5
Random DeepQ,16,18,0,3
Random DeepQ,16,19,1,4
Random DeepQ,16,20,0,4
Random DeepQ,16,21,0,5
Random DeepQ,16,22,0,4
Random DeepQ,16,23,0,5
Random DeepQ,16,24,0,4
Random DeepQ,16,25,1,4
Random DeepQ,16,26,1,3
Random DeepQ,16,27,1,4
Random DeepQ,16,28,1,3
Random DeepQ,16,29,0,5
Random DeepQ,16,30,0,3
Random DeepQ,16,31,1,3
Random DeepQ,16,32,0,5
Random DeepQ,16,33,0,4
Random DeepQ,16,34,0,4
Random DeepQ,16,35,1,5
Random DeepQ,16,36,0,4
Random DeepQ,16,37,1,4
Random DeepQ,16,38,0,3
Random DeepQ,16,39,0,4
Random DeepQ,16,40,0,4
Random DeepQ,16,41,1,4
Random DeepQ,16,42,0,5
Random DeepQ,16,43,0,5
Random DeepQ,16,44,0,4
Random DeepQ,16,45,0,4
Random DeepQ,16,46,1,4
Random DeepQ,16,47,0,5
Random DeepQ,16,48,0,4
Random DeepQ,16,49,0,3
Random DeepQ,16,50,1,4
Random DeepQ,16,51,0,3
Random DeepQ,16,52,0,4
Random DeepQ,16,53,0,5
Random DeepQ,16,54,0,4
Random DeepQ,16,55,0,3
Random DeepQ,16,56,0,4
Random DeepQ,16,57,1,5
Random DeepQ,16,58,0,3
Random DeepQ,16,59,0,4
Random DeepQ,16,60,0,3
Random DeepQ,16,61,0,3
Random DeepQ,16,62,1,3
Random DeepQ,16,63,1,3
Random DeepQ,16,64,0,4
Random DeepQ,16,65,1,5
Random DeepQ,16,66,0,5
Random DeepQ,16,67,0,4
Random DeepQ,16,68,0,4
Random DeepQ,16,69,0,5
Random DeepQ,16,70,0,3
Random DeepQ,16,71,1,4
Random DeepQ,16,72,0,2
Random DeepQ,16,73,1,5
Random DeepQ,16,74,1,3
Random DeepQ,16,75,1,5
Random DeepQ,16,76,0,4
Random DeepQ,16,77,1,4
Random DeepQ,16,78,1,3
Random DeepQ,16,79,1,4
Random DeepQ,16,80,0,5
Random DeepQ,16,81,0,5
Random DeepQ,16,82,1,4
Random DeepQ,16,83,0,4
Random DeepQ,16,84,0,3
Random DeepQ,16,85,1,3
Random DeepQ,16,86,0,4
Random DeepQ,16,87,1,4
Random DeepQ,16,88,0,3
Random DeepQ,16,89,1,5
Random DeepQ,16,90,0,4
Random DeepQ,16,91,1,4
Random DeepQ,16,92,0,3
Random DeepQ,16,93,0,5
Random DeepQ,16,94,0,5
Random DeepQ,16,95,1,5
Random DeepQ,16,96,0,4
Random DeepQ,16,97,1,5
Random DeepQ,16,98,0,2
Random DeepQ,16,99,1,4
Random DeepQ,16,100,0,4
Random DeepQ,17,1,1,4
Random DeepQ,17,2,0,5
Random DeepQ,17,3,1,4
Random DeepQ,17,4,1,4
Random DeepQ,17,5,1,5
Random DeepQ,17,6,0,4
Random DeepQ,17,7,0,4
Random DeepQ,17,8,0,3
Random DeepQ,17,9,0,5
Random DeepQ,17,10,0,4
Random DeepQ,17,11,0,3
Random DeepQ,17,12,0,4
Random DeepQ,17,13,0,5
Random DeepQ,17,14,1,4
Random DeepQ,17,15,1,4
Random DeepQ,17,16,1,4
Random DeepQ,17,17,1,4
Random DeepQ,17,18,0,5
Random DeepQ,17,19,1,5
Random DeepQ,17,20,1,3
Random DeepQ,17,21,1,5
Random DeepQ,17,22,1,3
Random DeepQ,17,23,1,3
Random DeepQ,17,24,1,3
Random DeepQ,17,25,1,4
Random DeepQ,17,26,1,4
Random DeepQ,17,27,1,4
Random DeepQ,17,28,1,4
Random DeepQ,17,29,1,3
Random DeepQ,17,30,0,3
Random DeepQ,17,31,1,4
Random DeepQ,17,32,0,5
Random DeepQ,17,33,0,5
Random DeepQ,17,34,0,5
Random DeepQ,17,35,0,5
Random DeepQ,17,36,1,3
Random DeepQ,17,37,0,4
Random DeepQ,17,38,0,4
Random DeepQ,17,39,1,5
Random DeepQ,17,40,0,5
Random DeepQ,17,41,1,5
Random DeepQ,17,42,0,5
Random DeepQ,17,43,1,5
Random DeepQ,17,44,0,3
Random DeepQ,17,45,0,4
Random DeepQ,17,46,0,4
Random DeepQ,17,47,0,4
Random DeepQ,17,48,0,4
Random DeepQ,17,49,1,5
Random DeepQ,17,50,1,3
Random DeepQ,17,51,0,5
Random DeepQ,17,52,0,4
Random DeepQ,17,53,1,4
Random DeepQ,17,54,0,2
Random DeepQ,17,55,1,4
Random DeepQ,17,56,0,4
Random DeepQ,17,57,0,4
Random DeepQ,17,58,0,5
Random DeepQ,17,59,1,4
Random DeepQ,17,60,1,3
Random DeepQ,17,61,0,5
Random DeepQ,17,62,0,3
Random DeepQ,17,63,1,5
Random DeepQ,17,64,0,4
Random DeepQ,17,65,0,5
Random DeepQ,17,66,0,4
Random DeepQ,17,67,0,5
Random DeepQ,17,68,0,4
Random DeepQ,17,69,0,5
Random DeepQ,17,70,0,3
Random DeepQ,17,71,1,4
Random DeepQ,17,72,1,4
Random DeepQ,17,73,1,4
Random DeepQ,17,74,0,3
Random DeepQ,17,75,1,5
Random DeepQ,17,76,0,5
Random DeepQ,17,77,1,5
Random DeepQ,17,78,0,3
Random DeepQ,17,79,1,5
Random DeepQ,17,80,0,4
Random DeepQ,17,81,1,4
Random DeepQ,17,82,0,3
Random DeepQ,17,83,0,5
Random DeepQ,17,84,0,5
Random DeepQ,17,85,0,5
Random DeepQ,17,86,1,4
Random DeepQ,17,87,0,5
Random DeepQ,17,88,0,3
Random DeepQ,17,89,1,3
Random DeepQ,17,90,0,4
Random DeepQ,17,91,0,5
Random DeepQ,17,92,0,4
Random DeepQ,17,93,1,4
Random DeepQ,17,94,0,4
Random DeepQ,17,95,1,4
Random DeepQ,17,96,0,4
Random DeepQ,17,97,1,4
Random DeepQ,17,98,0,4
Random DeepQ,17,99,0,4
Random DeepQ,17,100,1,4
Random DeepQ,18,1,0,4
Random DeepQ,18,2,1,3
Random DeepQ,18,3,1,5
Random DeepQ,18,4,0,3
Random DeepQ,18,5,0,4
Random DeepQ,18,6,0,5
Random DeepQ,18,7,1,4
Random DeepQ,18,8,0,5
Random DeepQ,18,9,1,5
Random DeepQ,18,10,0,3
Random DeepQ,18,11,0,5
Random DeepQ,18,12,0,3
Random DeepQ,18,13,1,4
Random DeepQ,18,14,0,2
Random DeepQ,18,15,1,4
Random DeepQ,18,16,0,4
Random DeepQ,18,17,0,4
Random DeepQ,18,18,0,4
Random DeepQ,18,19,0,4
Random DeepQ,18,20,1,4
Random DeepQ,18,21,1,4
Random DeepQ,18,22,0,2
Random DeepQ,18,23,0,4
Random DeepQ,18,24,0,4
Random DeepQ,18,25,1,4
Random DeepQ,18,26,0,3
